series,x,rawY,plotted,exclusionReason,nonMonotonicHighSnrAnomaly
伪随机交织 span=128,-0.5,0.0,true,,false
伪随机交织 span=128,-1.0,0.0,true,,false
伪随机交织 span=128,-1.5,0.0,true,,false
伪随机交织 span=128,-2.0,0.0,true,,false
伪随机交织 span=128,-2.5,0.0,true,,false
伪随机交织 span=128,-3.0,0.0,true,,false
伪随机交织 span=128,-3.5,0.0,true,,false
伪随机交织 span=128,-4.0,0.0,true,,false
伪随机交织 span=128,-4.5,0.0,true,,false
伪随机交织 span=128,-5.0,0.0,true,,false
伪随机交织 span=128,0.0,0.0,true,,false
伪随机交织 span=128,0.5,0.0,true,,false
伪随机交织 span=128,1.0,0.0,true,,false
伪随机交织 span=128,1.5,0.0,true,,false
伪随机交织 span=128,10.0,0.03333333333332966,true,,true
伪随机交织 span=128,2.0,0.0,true,,false
伪随机交织 span=128,2.5,0.0,true,,false
伪随机交织 span=128,3.0,0.0,true,,false
伪随机交织 span=128,3.5,0.0,true,,false
伪随机交织 span=128,4.0,0.0,true,,false
伪随机交织 span=128,4.5,0.0,true,,false
伪随机交织 span=128,5.0,0.0,true,,false
伪随机交织 span=128,5.5,0.0,true,,false
伪随机交织 span=128,6.0,0.016666666666675933,true,,true
伪随机交织 span=128,6.5,0.016666666666675933,true,,true
伪随机交织 span=128,7.0,0.016666666666675933,true,,true
伪随机交织 span=128,7.5,0.03333333333332966,true,,true
伪随机交织 span=128,8.0,0.03333333333332966,true,,true
伪随机交织 span=128,8.5,0.03333333333332966,true,,true
伪随机交织 span=128,9.0,0.03333333333332966,true,,true
伪随机交织 span=128,9.5,0.03333333333332966,true,,true
短深度块交织 D=16,-0.5,0.0,true,,false
短深度块交织 D=16,-1.0,0.0,true,,false
短深度块交织 D=16,-1.5,0.0,true,,false
短深度块交织 D=16,-2.0,0.0,true,,false
短深度块交织 D=16,-2.5,0.0,true,,false
短深度块交织 D=16,-3.0,0.0,true,,false
短深度块交织 D=16,-3.5,0.0,true,,false
短深度块交织 D=16,-4.0,0.0,true,,false
短深度块交织 D=16,-4.5,0.0,true,,false
短深度块交织 D=16,-5.0,0.0,true,,false
短深度块交织 D=16,0.0,0.0,true,,false
短深度块交织 D=16,0.5,0.0,true,,false
短深度块交织 D=16,1.0,0.0,true,,false
短深度块交织 D=16,1.5,0.0,true,,false
短深度块交织 D=16,10.0,0.550000000000006,true,,true
短深度块交织 D=16,2.0,0.016666666666675933,true,,true
短深度块交织 D=16,2.5,0.016666666666675933,true,,true
短深度块交织 D=16,3.0,0.016666666666675933,true,,true
短深度块交织 D=16,3.5,0.016666666666675933,true,,true
短深度块交织 D=16,4.0,0.03333333333332966,true,,true
短深度块交织 D=16,4.5,0.06666666666667043,true,,true
短深度块交织 D=16,5.0,0.08333333333333526,true,,true
短深度块交织 D=16,5.5,0.15000000000000568,true,,true
短深度块交织 D=16,6.0,0.23333333333334094,true,,true
短深度块交织 D=16,6.5,0.30000000000001137,true,,true
短深度块交织 D=16,7.0,0.3666666666666707,true,,true
短深度块交织 D=16,7.5,0.45000000000000595,true,,true
短深度块交织 D=16,8.0,0.4833333333333356,true,,true
短深度块交织 D=16,8.5,0.5333333333333301,true,,true
短深度块交织 D=16,9.0,0.5333333333333301,true,,true
短深度块交织 D=16,9.5,0.5333333333333301,true,,true
短深度块交织 D=8,-0.5,0.0,true,,false
短深度块交织 D=8,-1.0,0.0,true,,false
短深度块交织 D=8,-1.5,0.0,true,,false
短深度块交织 D=8,-2.0,0.0,true,,false
短深度块交织 D=8,-2.5,0.0,true,,false
短深度块交织 D=8,-3.0,0.0,true,,false
短深度块交织 D=8,-3.5,0.0,true,,false
短深度块交织 D=8,-4.0,0.0,true,,false
短深度块交织 D=8,-4.5,0.0,true,,false
短深度块交织 D=8,-5.0,0.0,true,,false
短深度块交织 D=8,0.0,0.0,true,,false
短深度块交织 D=8,0.5,0.0,true,,false
短深度块交织 D=8,1.0,0.0,true,,false
短深度块交织 D=8,1.5,0.0,true,,false
短深度块交织 D=8,10.0,0.0,true,,false
短深度块交织 D=8,2.0,0.0,true,,false
短深度块交织 D=8,2.5,0.0,true,,false
短深度块交织 D=8,3.0,0.0,true,,false
短深度块交织 D=8,3.5,0.0,true,,false
短深度块交织 D=8,4.0,0.0,true,,false
短深度块交织 D=8,4.5,0.0,true,,false
短深度块交织 D=8,5.0,0.0,true,,false
短深度块交织 D=8,5.5,0.0,true,,false
短深度块交织 D=8,6.0,0.0,true,,false
短深度块交织 D=8,6.5,0.0,true,,false
短深度块交织 D=8,7.0,0.0,true,,false
短深度块交织 D=8,7.5,0.0,true,,false
短深度块交织 D=8,8.0,0.0,true,,false
短深度块交织 D=8,8.5,0.0,true,,false
短深度块交织 D=8,9.0,0.0,true,,false
短深度块交织 D=8,9.5,0.0,true,,false
