caseId,legendLabel,payloadLength,encodedLength,actualRate,ebn0Db,snrDb,metricName,metricValue,totalFrames,errorCount,isZeroObserved,plotSurrogateUsed,plotValue
K300_S15,分块,300,420,0.7142857142857143,5,3.53871964321762,miscorrectionRate,0.69420000000000004,5000,3471,0,0,0.69420000000000004
K300_S15,分块,300,420,0.7142857142857143,6,4.53871964321762,miscorrectionRate,0.3246,5000,1623,0,0,0.3246
K300_S15,分块,300,420,0.7142857142857143,7,5.53871964321762,miscorrectionRate,0.0848,5000,424,0,0,0.0848
K300_S15,分块,300,420,0.7142857142857143,8,6.53871964321762,miscorrectionRate,0.015151515151515152,13200,200,0,0,0.015151515151515152
K300_S15,分块,300,420,0.7142857142857143,9,7.53871964321762,miscorrectionRate,0.00192,50000,96,0,0,0.00192
K300_M255K207,255双块,300,396,0.75757575757575757,5,3.7942606879415015,miscorrectionRate,0,5000,0,1,1,0.0001
K300_M255K207,255双块,300,396,0.75757575757575757,6,4.7942606879415015,miscorrectionRate,0,18900,0,1,1,2.6455026455026456e-05
K300_M255K207,255双块,300,396,0.75757575757575757,7,5.7942606879415015,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,8,6.7942606879415015,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M255K207,255双块,300,396,0.75757575757575757,9,7.7942606879415015,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,5,3.8605664769316324,miscorrectionRate,0,5000,0,1,1,0.0001
K300_M511K421,421整块,300,390,0.76923076923076927,6,4.8605664769316324,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,7,5.8605664769316324,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,8,6.8605664769316324,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K421,421整块,300,390,0.76923076923076927,9,7.8605664769316324,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K385,385整块,300,426,0.70422535211267601,5,3.4771165561694346,miscorrectionRate,0,5000,0,1,1,0.0001
K300_M511K385,385整块,300,426,0.70422535211267601,6,4.4771165561694346,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K385,385整块,300,426,0.70422535211267601,7,5.4771165561694346,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K385,385整块,300,426,0.70422535211267601,8,6.4771165561694346,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
K300_M511K385,385整块,300,426,0.70422535211267601,9,7.4771165561694346,miscorrectionRate,0,50000,0,1,1,1.0000000000000001e-05
